fecha_hora,€/MWh
2022-10-28 19:59:59,246.634741897
2022-10-28 20:59:59,243.906024309
2022-10-28 21:59:59,240.045691797
2022-10-28 22:59:59,169.579722181
2022-10-28 23:59:59,156.362515768
2023-08-16 00:59:59,138.996507394
2023-08-16 01:59:59,130.778576758
2023-08-16 02:59:59,124.45039294
2023-08-16 03:59:59,122.98906294
2023-08-16 04:59:59,120.809189122
2023-08-16 05:59:59,123.51205294
2023-08-16 06:59:59,150.515636212
2023-08-16 07:59:59,159.861615484
2023-08-16 08:59:59,185.6701093
2023-08-16 09:59:59,165.97170748
2023-08-16 10:59:59,203.322552208
2023-08-16 11:59:59,195.35735839
2023-08-16 12:59:59,191.565774754
2023-08-16 13:59:59,186.587312572
2023-08-16 14:59:59,141.895661754
2023-08-16 15:59:59,144.399562754
2023-08-16 16:59:59,151.144020936
2023-08-16 17:59:59,161.842272118
2023-08-16 18:59:59,222.0208593
2023-08-16 19:59:59,232.27264021
2023-08-16 20:59:59,241.624551938
2023-08-16 21:59:59,244.764058574
2023-08-16 22:59:59,188.253276938
2023-08-16 23:59:59,186.327550756
2023-08-02 00:59:59,124.719429394
2023-08-02 01:59:59,126.767737758
2023-08-02 02:59:59,126.88516294
2023-08-02 03:59:59,126.81379294
2023-08-02 04:59:59,124.946332122
2023-08-02 05:59:59,124.85404294
2023-08-02 06:59:59,124.260814212
2023-08-02 07:59:59,127.172231484
2023-08-02 08:59:59,148.9172593
2023-08-02 09:59:59,130.03548748
2023-08-02 10:59:59,167.028008208
2023-08-02 11:59:59,163.68093339
2023-08-02 12:59:59,163.326634754
2023-08-02 13:59:59,162.201578572
2023-08-02 14:59:59,99.928078754
2023-08-02 15:59:59,72.947197754
2023-08-02 16:59:59,77.228892936
2023-08-02 17:59:59,104.835786118
2023-08-02 18:59:59,165.1982093
2023-08-02 19:59:59,169.94884021
2023-08-02 20:59:59,192.864262938
2023-08-02 21:59:59,197.708868574
2023-08-02 22:59:59,152.670817938
2023-08-02 23:59:59,151.988218756
2023-01-26 00:59:59,107.267517651
2023-01-26 01:59:59,98.818325008
2023-01-26 02:59:59,99.016365782
2023-01-26 03:59:59,99.587994391
2023-01-26 04:59:59,95.196173041
2023-01-26 05:59:59,99.164466963
2023-01-26 06:59:59,96.689153362
2023-01-26 07:59:59,105.289044791
2023-01-26 08:59:59,155.470619815
2023-01-26 09:59:59,143.407494957
2023-01-26 10:59:59,170.291179579
2023-01-26 11:59:59,161.63642202
2023-01-26 12:59:59,159.92877322
2023-01-26 13:59:59,156.497218543
2023-01-26 14:59:59,107.310816339
2023-01-26 15:59:59,108.380499181
2023-01-26 16:59:59,117.382710658
2023-01-26 17:59:59,131.319133536
2023-01-26 18:59:59,182.542636066
2023-01-26 19:59:59,211.012939153
2023-01-26 20:59:59,210.799694441
2023-01-26 21:59:59,188.497642342
2023-01-26 22:59:59,122.258970842
2023-01-26 23:59:59,110.930015194
2023-06-07 00:59:59,114.850028212
2023-06-07 01:59:59,108.135046758
2023-06-07 02:59:59,107.107001304
2023-06-07 03:59:59,103.146484486
2023-06-07 04:59:59,100.741869304
2023-06-07 05:59:59,105.357502758
2023-06-07 06:59:59,107.405147302
2023-06-07 07:59:59,127.648809664
2023-06-07 08:59:59,158.585593662
2023-06-07 09:59:59,153.727033116
2023-06-07 10:59:59,194.478041662
2023-06-07 11:59:59,189.709093298
2023-06-07 12:59:59,189.68388748
2023-06-07 13:59:59,185.072118934
2023-06-07 14:59:59,133.993572934
2023-06-07 15:59:59,135.789554662
2023-06-07 16:59:59,134.920815844
2023-06-07 17:59:59,143.921584208
2023-06-07 18:59:59,203.156823118
2023-06-07 19:59:59,204.566828028
2023-06-07 20:59:59,210.63833521
2023-06-07 21:59:59,212.920634028
2023-06-07 22:59:59,160.323502756
2023-06-07 23:59:59,154.735598302
2023-06-13 00:59:59,135.873008212
2023-06-13 01:59:59,134.706617122
2023-06-13 02:59:59,135.65646385
2023-06-13 03:59:59,136.27686385
2023-06-13 04:59:59,131.108458486
2023-06-13 05:59:59,127.811769122
2023-06-13 06:59:59,137.208635666
2023-06-13 07:59:59,139.706793664
2023-06-13 08:59:59,160.891554662
2023-06-13 09:59:59,159.041493116
2023-06-13 10:59:59,186.92964748
2023-06-13 11:59:59,180.90018748
2023-06-13 12:59:59,180.897789298
2023-06-13 13:59:59,173.958886752
2023-06-13 14:59:59,127.591510752
2023-06-13 15:59:59,124.45746748
2023-06-13 16:59:59,127.737602026
2023-06-13 17:59:59,128.045152208
2023-06-13 18:59:59,177.459438118
2023-06-13 19:59:59,180.210504028
2023-06-13 20:59:59,208.854964846
2023-06-13 21:59:59,210.818793664
2023-06-13 22:59:59,166.343540938
2023-06-13 23:59:59,158.672549302
2023-06-12 00:59:59,127.441201304
2023-06-12 01:59:59,118.569738396
2023-06-12 02:59:59,119.295858942
2023-06-12 03:59:59,116.621366306
2023-06-12 04:59:59,119.058495124
2023-06-12 05:59:59,129.739862032
2023-06-12 06:59:59,139.601876212
2023-06-12 07:59:59,141.51649021
2023-06-12 08:59:59,162.178071844
2023-06-12 09:59:59,160.011069116
2023-06-12 10:59:59,196.20012748
2023-06-12 11:59:59,191.282052298
2023-06-12 12:59:59,187.700469116
2023-06-12 13:59:59,183.196838752
2023-06-12 14:59:59,135.319718752
2023-06-12 15:59:59,132.56970748
2023-06-12 16:59:59,133.320014026
2023-06-12 17:59:59,141.912720208
2023-06-12 18:59:59,195.873906754
2023-06-12 19:59:59,198.772329664
2023-06-12 20:59:59,214.683379846
2023-06-12 21:59:59,223.5963593
2023-06-12 22:59:59,167.236696028
2023-06-12 23:59:59,157.331112574
2023-06-06 00:59:59,125.101500212
2023-06-06 01:59:59,123.114888122
2023-06-06 02:59:59,123.63268885
2023-06-06 03:59:59,120.03013885
2023-06-06 04:59:59,114.221950486
2023-06-06 05:59:59,113.926051122
2023-06-06 06:59:59,123.759703666
2023-06-06 07:59:59,132.175017664
2023-06-06 08:59:59,159.987882662
2023-06-06 09:59:59,150.953727116
2023-06-06 10:59:59,187.72878748
2023-06-06 11:59:59,182.40498748
2023-06-06 12:59:59,177.035440298
2023-06-06 13:59:59,172.471862752
2023-06-06 14:59:59,121.929686752
2023-06-06 15:59:59,126.45930748
2023-06-06 16:59:59,130.047605026
2023-06-06 17:59:59,141.331568208
2023-06-06 18:59:59,196.403001118
2023-06-06 19:59:59,200.489746028
2023-06-06 20:59:59,206.256102846
2023-06-06 21:59:59,206.408937664
2023-06-06 22:59:59,156.071323938
2023-06-06 23:59:59,148.972394302
2023-08-03 00:59:59,117.246764576
2023-08-03 01:59:59,115.16176294
2023-08-03 02:59:59,108.52201294
2023-08-03 03:59:59,109.622626122
2023-08-03 04:59:59,106.654609304
2023-08-03 05:59:59,111.89512294
2023-08-03 06:59:59,116.45748203
2023-08-03 07:59:59,116.875906666
2023-08-03 08:59:59,138.151041118
2023-08-03 09:59:59,120.082745298
2023-08-03 10:59:59,153.44784748
2023-08-03 11:59:59,130.303637662
2023-08-03 12:59:59,130.300085026
2023-08-03 13:59:59,130.059648208
2023-08-03 14:59:59,71.629574572
2023-08-03 15:59:59,74.746694572
2023-08-03 16:59:59,75.812403754
2023-08-03 17:59:59,104.018847118
2023-08-03 18:59:59,154.469865664
2023-08-03 19:59:59,168.39077112
2023-08-03 20:59:59,197.044492576
2023-08-03 21:59:59,207.154670212
2023-08-03 22:59:59,162.429557758
2023-08-03 23:59:59,157.401843394
2023-01-27 00:59:59,80.78663347
2023-01-27 01:59:59,79.474681979
2023-01-27 02:59:59,66.605175093
2023-01-27 03:59:59,65.250535837
2023-01-27 04:59:59,60.826385545
2023-01-27 05:59:59,67.380047155
2023-01-27 06:59:59,79.154693674
2023-01-27 07:59:59,82.348441403
2023-01-27 08:59:59,127.948620328
2023-01-27 09:59:59,115.532250374
2023-01-27 10:59:59,147.758207409
2023-01-27 11:59:59,127.403696029
2023-01-27 12:59:59,116.696548078
2023-01-27 13:59:59,115.33180602
2023-01-27 14:59:59,63.019916493
2023-01-27 15:59:59,66.195924157
2023-01-27 16:59:59,76.904866132
2023-01-27 17:59:59,102.86372301
2023-01-27 18:59:59,153.696988153
2023-01-27 19:59:59,182.944264036
2023-01-27 20:59:59,187.750979974
2023-01-27 21:59:59,183.168481423
2023-01-27 22:59:59,134.672740553
2023-01-27 23:59:59,110.006757628
2023-08-17 00:59:59,157.041692576
2023-08-17 01:59:59,151.98400294
2023-08-17 02:59:59,145.39105294
2023-08-17 03:59:59,146.225744122
2023-08-17 04:59:59,157.199453304
2023-08-17 05:59:59,160.82101294
2023-08-17 06:59:59,165.83600703
2023-08-17 07:59:59,168.650340666
2023-08-17 08:59:59,191.098110118
2023-08-17 09:59:59,179.045358298
2023-08-17 10:59:59,210.29736748
2023-08-17 11:59:59,195.161500662
2023-08-17 12:59:59,190.733924026
2023-08-17 13:59:59,189.664336208
2023-08-17 14:59:59,143.809238572
2023-08-17 15:59:59,146.985950572
2023-08-17 16:59:59,149.918926754
2023-08-17 17:59:59,152.218248118
2023-08-17 18:59:59,199.496937664
2023-08-17 19:59:59,233.00857112
2023-08-17 20:59:59,241.985628576
2023-08-17 21:59:59,245.638500212
2023-08-17 22:59:59,199.160706758
2023-08-17 23:59:59,196.665558394
2022-10-29 00:59:59,132.746413743
2022-10-29 01:59:59,130.855624709
2022-10-29 02:59:59,128.795215307
2022-10-29 03:59:59,126.016670816
2022-10-29 04:59:59,125.121278215
2022-10-29 05:59:59,124.582420576
2022-10-29 06:59:59,130.46688342
2022-10-29 07:59:59,143.253787075
2022-10-29 08:59:59,156.005019952
2022-10-29 09:59:59,147.627877282
2022-10-29 10:59:59,131.549033728
2022-10-29 11:59:59,121.949011369
2022-10-29 12:59:59,118.039138048
2022-10-29 13:59:59,113.605216699
2022-10-29 14:59:59,118.009886519
2022-10-29 15:59:59,120.496134142
2022-10-29 16:59:59,121.196140418
2022-10-29 17:59:59,144.616940956
2022-10-29 18:59:59,174.78213643
2022-10-29 19:59:59,179.100317282
2022-10-29 20:59:59,171.708351027
2022-10-29 21:59:59,172.207122865
2022-10-29 22:59:59,166.215435023
2022-10-29 23:59:59,161.00774831
2022-10-01 00:59:59,285.146315793
2022-10-01 01:59:59,212.135245219
2022-10-01 02:59:59,197.782570107
2022-10-01 03:59:59,189.817280416
2022-10-01 04:59:59,182.521315465
2022-10-01 05:59:59,182.552303776
2022-10-01 06:59:59,201.53437762
2022-10-01 07:59:59,206.680663075
2022-10-01 08:59:59,241.490496112
2022-10-01 09:59:59,240.371217202
2022-10-01 10:59:59,186.226133248
2022-10-01 11:59:59,175.204756979
2022-10-01 12:59:59,169.302400768
2022-10-01 13:59:59,160.517812819
2022-10-01 14:59:59,143.164162799
2022-10-01 15:59:59,149.820341842
2022-10-01 16:59:59,163.237858178
2022-10-01 17:59:59,182.272061596
2022-10-01 18:59:59,231.36950233
2022-10-01 19:59:59,300.417766382
2022-10-01 20:59:59,341.348989467
2022-10-01 21:59:59,301.854311215
2022-10-01 22:59:59,288.948837283
2022-10-01 23:59:59,272.78632851
2022-10-15 00:59:59,249.778795803
2022-10-15 01:59:59,237.613666819
2022-10-15 02:59:59,237.015913347
2022-10-15 03:59:59,239.094105376
2022-10-15 04:59:59,239.713622215
2022-10-15 05:59:59,239.971259936
2022-10-15 06:59:59,235.47979162
2022-10-15 07:59:59,233.542338075
2022-10-15 08:59:59,234.208763632
2022-10-15 09:59:59,216.496186942
2022-10-15 10:59:59,205.216242688
2022-10-15 11:59:59,156.481992459
2022-10-15 12:59:59,143.959806208
2022-10-15 13:59:59,140.442174409
2022-10-15 14:59:59,128.562185459
2022-10-15 15:59:59,113.526687982
2022-10-15 16:59:59,113.932490038
2022-10-15 17:59:59,130.577133796
2022-10-15 18:59:59,161.48135413
2022-10-15 19:59:59,216.018318962
2022-10-15 20:59:59,258.429916867
2022-10-15 21:59:59,244.498178215
2022-10-15 22:59:59,240.642412273
2022-10-15 23:59:59,227.32613891
2023-11-22 00:59:59,65.93483113
2023-11-22 01:59:59,65.418070768
2023-11-22 02:59:59,61.279885678
2023-11-22 03:59:59,60.787255042
2023-11-22 04:59:59,60.437651042
2023-11-22 05:59:59,58.649271132
2023-11-22 06:59:59,64.002851856
2023-11-22 07:59:59,60.17264658
2023-11-22 08:59:59,87.84461476
2023-11-22 09:59:59,82.665996394
2023-11-22 10:59:59,119.342576666
2023-11-22 11:59:59,110.39819703
2023-11-22 12:59:59,106.974191848
2023-11-22 13:59:59,107.021543484
2023-11-22 14:59:59,57.162742486
2023-11-22 15:59:59,60.854173486
2023-11-22 16:59:59,73.81658885
2023-11-22 17:59:59,94.06203476
2023-11-22 18:59:59,167.712134032
2023-11-22 19:59:59,145.02195476
2023-11-22 20:59:59,160.021466942
2023-11-22 21:59:59,140.178304942
2023-11-22 22:59:59,103.965328398
2023-11-22 23:59:59,86.41480249
2024-02-12 00:59:59,83.0690118942
2024-02-12 01:59:59,81.1612515111
2024-02-12 02:59:59,78.3529339123
2024-02-12 03:59:59,78.4201171159
2024-02-12 04:59:59,78.2618743135
2024-02-12 05:59:59,79.0784695051
2024-02-12 06:59:59,77.7653310797
2024-02-12 07:59:59,76.7709596664
2024-02-12 08:59:59,114.3943886482
2024-02-12 09:59:59,109.5443340374
2024-02-12 10:59:59,152.7587804325
2024-02-12 11:59:59,147.5988910313
2024-02-12 12:59:59,146.7348016301
2024-02-12 13:59:59,148.7012960253
2024-02-12 14:59:59,98.8400078277
2024-02-12 15:59:59,99.0795938337
2024-02-12 16:59:59,93.0730046362
2024-02-12 17:59:59,102.5098374386
2024-02-12 18:59:59,173.2751648398
2024-02-12 19:59:59,207.4583810434
2024-02-12 20:59:59,196.1757294446
2024-02-12 21:59:59,187.5860694446
2024-02-12 22:59:59,131.7286814507
2024-02-12 23:59:59,127.2148718579
2024-02-06 00:59:59,114.219047566
2024-02-06 01:59:59,118.0749184555
2024-02-06 02:59:59,118.7629038699
2024-02-06 03:59:59,116.6524092843
2024-02-06 04:59:59,112.4602485771
2024-02-06 05:59:59,115.6581584555
2024-02-06 06:59:59,114.7950547372
2024-02-06 07:59:59,119.6228304941
2024-02-06 08:59:59,190.858365251
2024-02-06 09:59:59,159.6689651294
2024-02-06 10:59:59,192.3781207151
2024-02-06 11:59:59,185.9723591294
2024-02-06 12:59:59,182.2344140079
2024-02-06 13:59:59,165.4474393007
2024-02-06 14:59:59,109.7047190079
2024-02-06 15:59:59,116.9599507759
2024-02-06 16:59:59,122.5478771294
2024-02-06 17:59:59,133.5594308366
2024-02-06 18:59:59,190.3004531294
2024-02-06 19:59:59,202.5223175438
2024-02-06 20:59:59,202.2068375438
2024-02-06 21:59:59,189.9686121902
2024-02-06 22:59:59,131.5822029582
2024-02-06 23:59:59,116.6140710797
2024-05-27 00:59:59,93.5511952081
2024-05-27 01:59:59,94.5351644041
2024-05-27 02:59:59,94.2200473011
2024-05-27 03:59:59,96.7199873011
2024-05-27 04:59:59,93.9941897031
2024-05-27 05:59:59,96.1564792081
2024-05-27 06:59:59,92.5175650222
2024-05-27 07:59:59,92.8284880322
2024-05-27 08:59:59,104.6855985172
2024-05-27 09:59:59,104.2331079493
2024-05-27 10:59:59,146.3601973513
2024-05-27 11:59:59,140.5126823513
2024-05-27 12:59:59,146.2732887533
2024-05-27 13:59:59,140.2933608563
2024-05-27 14:59:59,88.5338781352
2024-05-27 15:59:59,80.5571898262
2024-05-27 16:59:59,72.2785596202
2024-05-27 17:59:59,85.1369436202
2024-05-27 18:59:59,145.1365090423
2024-05-27 19:59:59,153.0618942382
2024-05-27 20:59:59,154.3658022382
2024-05-27 21:59:59,173.8394547332
2024-05-27 22:59:59,123.8975858061
2024-05-27 23:59:59,104.7477536001
2022-12-04 00:59:59,324.865822715
2022-12-04 01:59:59,327.448646398
2022-12-04 02:59:59,340.226022027
2022-12-04 03:59:59,341.764273842
2022-12-04 04:59:59,339.103025162
2022-12-04 05:59:59,338.926139445
2022-12-04 06:59:59,343.45753625
2022-12-04 07:59:59,330.243390682
2022-12-04 08:59:59,323.916480688
2022-12-04 09:59:59,318.098525548
2022-12-04 10:59:59,298.797084001
2022-12-04 11:59:59,288.073609813
2022-12-04 12:59:59,280.914423582
2022-12-04 13:59:59,283.689595324
2022-12-04 14:59:59,285.733331541
2022-12-04 15:59:59,292.218650131
2022-12-04 16:59:59,311.477238464
2022-12-04 17:59:59,338.059192491
2022-12-04 18:59:59,367.493430833
2022-12-04 19:59:59,388.268824282
2022-12-04 20:59:59,387.575391233
2022-12-04 21:59:59,346.639502993
2022-12-04 22:59:59,316.522354399
2022-12-04 23:59:59,303.076505113
2022-12-10 00:59:59,230.389490775
2022-12-10 01:59:59,232.410285484
2022-12-10 02:59:59,220.185415107
2022-12-10 03:59:59,198.921939116
2022-12-10 04:59:59,196.619984914
2022-12-10 05:59:59,197.072925955
