Fecha,Real_Llano,Real_Punta,Real_Valle,Prevista_Llano,Prevista_Punta,Prevista_Valle,Programada_Llano,Programada_Punta,Programada_Valle
2023-08-03,32601.264,33034.593,29528.381,32949.103,33181.709,29525.577,32607.552,33152.066,29535.883
2023-08-04,30166.134,30688.057,27534.356,30343.935,30675.015,27553.35,30127.806,30754.282,27507.928
2023-08-05,25579.681,25579.681,25579.681,25664.992,25664.992,25664.992,25567.791,25567.791,25567.791
2023-08-06,24646.146,24646.146,24646.146,24579.774,24579.774,24579.774,24622.705,24622.705,24622.705
2023-08-07,30368.778,31792.1,26364.876,30324.438,32013.827,26430.126,30323.005,31864.574,26341.668
2023-08-08,31710.888,32961.861,27892.255,31681.814,33201.039,27724.573,31751.61,33150.606,27880.185
2023-08-09,32684.472,34059.498,28610.967,32509.133,34181.474,28631.853,32647.01,34192.948,28677.562
2023-08-10,33262.679,34660.977,29217.53,33184.101,34767.163,29228.07,33274.814,34864.561,29320.157
2023-08-11,32756.239,34203.456,29050.591,32589.264,33990.395,29025.124,32782.826,34131.162,29066.945
2023-08-12,28269.49,28269.49,28269.49,28095.584,28095.584,28095.584,28243.527,28243.527,28243.527
2023-08-13,26336.43,26336.43,26336.43,26252.912,26252.912,26252.912,26247.66,26247.66,26247.66
2023-08-14,30108.402,31818.971,26556.045,29985.068,31849.684,26555.009,30102.905,31840.817,26552.982
2023-08-15,27422.293,29333.415,25079.841,26979.192,28874.388,24787.068,27413.669,29397.703,25080.458
2023-08-16,31196.476,32645.462,27172.304,31628.95,32904.384,27350.383,31241.72,32703.563,27264.407
2023-08-17,31388.974,33014.806,27707.385,31357.655,33079.097,27655.902,31347.585,33029.449,27678.155
2023-08-18,31324.029,33027.303,27677.82,31368.337,32987.552,27651.79,31369.82,33175.038,27671.152
2023-08-19,27779.572,27779.572,27779.572,27626.024,27626.024,27626.024,27715.979,27715.979,27715.979
2023-08-20,27073.165,27073.165,27073.165,26892.853,26892.853,26892.853,27050.569,27050.569,27050.569
2023-08-21,34744.106,36820.314,29440.28,34549.523,36789.188,29320.777,34730.293,36853.254,29433.818
2023-08-22,35172.677,37030.578,30831.094,35111.168,37026.502,30874.641,35107.089,37102.046,30951.101
2023-08-23,35839.923,37696.112,31393.036,35815.314,37871.207,31337.769,35793.373,37796.624,31302.404
2023-08-24,35882.961,37659.201,31610.406,35729.48,37696.593,31535.662,35861.128,37691.803,31634.52
2023-08-25,35310.974,36656.418,31388.534,34977.422,36549.24,31207.9,35272.973,36756.423,31397.125
2023-08-26,29433.545,29433.545,29433.545,29506.557,29506.557,29506.557,29555.828,29555.828,29555.828
2023-08-27,24446.493,24446.493,24446.493,24698.709,24698.709,24698.709,24287.268,24287.268,24287.268
2023-08-28,29753.36,31323.555,25666.721,29823.938,31037.884,25621.113,29631.638,31309.369,25436.134
2023-08-29,30320.109,31781.939,26908.608,30298.398,31566.665,26798.297,30227.1,31824.336,26915.365
2023-08-30,30789.189,31753.455,27240.036,30632.11,31621.247,27158.336,30747.423,31773.006,27265.492
2023-08-31,30912.382,32579.701,27281.914,30850.398,32257.369,27173.656,30890.456,32636.695,27313.391
2023-09-01,31206.09,32279.163,27907.583,31147.753,32533.585,27789.735,31205.008,32217.158,27901.257
2023-09-02,25827.21,25827.21,25827.21,25811.161,25811.161,25811.161,25827.101,25827.101,25827.101
2023-09-03,23671.932,23671.932,23671.932,23583.864,23583.864,23583.864,23602.179,23602.179,23602.179
2023-09-04,31114.042,32187.016,26160.409,31065.815,32013.967,26113.669,31176.823,32058.548,26167.431
2023-09-05,31598.578,32680.07,27301.7,31300.68,32631.723,27319.376,31506.629,32573.041,27293.649
2023-09-06,31898.551,33028.302,27915.78,31856.986,33050.296,27811.55,31868.89,33069.825,27951.297
2023-09-07,32066.127,33300.445,28228.016,31975.653,33123.647,28126.176,31976.566,33329.608,28234.244
2023-09-08,30788.416,31944.728,27540.782,30800.539,31831.749,27472.827,30771.361,31877.508,27563.036
2023-09-09,26045.799,26045.799,26045.799,26056.314,26056.314,26056.314,26030.234,26030.234,26030.234
2023-09-10,24225.689,24225.689,24225.689,24236.621,24236.621,24236.621,24242.497,24242.497,24242.497
2023-09-11,30063.203,31530.714,26006.863,30241.749,31432.471,26170.486,29982.73,31492.202,26127.341
2023-09-12,31564.124,32747.415,27508.719,31368.46,32706.544,27323.998,31545.001,32854.445,27502.727
2023-09-13,31286.028,32899.86,27614.632,31305.997,32642.121,27530.65,31232.063,32825.472,27606.257
2023-09-14,31771.458,33282.646,27836.637,31617.634,33213.745,27760.62,31724.953,33343.204,27871.882
2023-09-15,31167.724,31465.163,27954.511,31169.038,31702.256,27859.993,31197.721,31480.442,27942.683
2023-09-16,25400.96,25400.96,25400.96,25418.987,25418.987,25418.987,25427.997,25427.997,25427.997
2023-09-17,23765.939,23765.939,23765.939,23763.95,23763.95,23763.95,23717.071,23717.071,23717.071
2023-09-18,29904.613,31480.906,25561.593,30051.631,31410.298,25496.477,30028.015,31409.655,25553.346
2023-09-19,30304.737,31516.607,26651.828,30239.6,31530.715,26633.899,30194.391,31544.136,26717.113
2023-09-20,29659.091,31828.677,26363.717,29876.667,31632.993,26401.91,29651.17,31992.79,26397.343
2023-09-21,29725.409,31334.692,26294.992,29658.893,31375.047,26229.451,29760.843,31187.589,26310.215
2023-09-22,28616.659,29998.855,25804.129,28800.381,29742.767,25733.196,28585.92,29800.826,25792.719
2023-09-23,23816.873,23816.873,23816.873,23924.967,23924.967,23924.967,23812.682,23812.682,23812.682
2023-09-24,22326.73,22326.73,22326.73,22403.211,22403.211,22403.211,22279.98,22279.98,22279.98
2023-09-25,28717.713,31260.262,24594.24,28742.284,30873.411,24588.718,28704.08,31232.06,24612.082
2023-09-26,29675.571,32294.021,26133.386,29712.925,32228.189,26084.323,29550.854,32364.345,26091.143
2023-09-27,30122.31,32506.768,26573.587,30140.076,32468.54,26474.55,30126.189,32465.408,26548.519
2023-09-28,30327.616,32847.982,26738.713,30267.305,32786.561,26741.668,30247.829,32884.494,26763.046
2023-09-29,30155.689,31946.354,26851.329,30167.084,32131.712,26827.411,30014.687,32055.951,26869.451
2023-09-30,25386.79,25386.79,25386.79,25391.142,25391.142,25391.142,25335.462,25335.462,25335.462
2023-10-01,23612.058,23612.058,23612.058,23680.091,23680.091,23680.091,23593.943,23593.943,23593.943
2023-10-02,30295.824,33046.231,25935.582,30407.748,32900.332,25811.977,30278.637,33153.319,25904.556
2023-10-03,30630.984,33235.699,26978.529,30457.056,33260.026,26901.113,30550.06,33244.206,27058.114
2023-10-04,30803.125,33094.953,27126.056,30604.975,33033.909,27051.167,30739.222,33158.323,27156.97
2023-10-05,30636.674,33223.875,27103.347,30696.107,33080.55,27021.247,30596.863,33211.656,27145.548
2023-10-06,30730.203,32846.659,27410.599,30638.669,32841.233,27280.015,30602.645,32754.456,27365.674
2023-10-07,25662.594,25662.594,25662.594,25645.751,25645.751,25645.751,25615.005,25615.005,25615.005
2023-10-08,23726.333,23726.333,23726.333,23686.343,23686.343,23686.343,23691.14,23691.14,23691.14
2023-10-09,29343.118,31831.281,25557.837,29336.358,32042.824,25542.356,29320.496,31861.461,25631.064
2023-10-10,29971.234,32373.564,26530.339,29883.58,32440.142,26527.758,29894.08,32365.337,26526.175
2023-10-11,29400.51,31741.984,26515.297,29567.156,31648.109,26470.653,29409.007,31750.861,26532.117
2023-10-12,24478.356,26692.413,22800.41,24538.331,26883.482,22879.356,24564.096,26842.02,22827.863
2023-10-13,26949.38,29217.779,23706.826,26920.039,29302.043,23750.761,26859.04,29239.455,23723.106
2023-10-14,23945.474,23945.474,23945.474,23937.322,23937.322,23937.322,23904.491,23904.491,23904.491
2023-10-15,22422.552,22422.552,22422.552,22470.189,22470.189,22470.189,22415.809,22415.809,22415.809
2023-10-16,29537.895,31825.317,24976.865,29267.739,31275.937,24863.691,29533.528,31789.341,24900.253
2023-10-17,30251.877,32535.67,26436.746,29948.105,32390.161,26313.732,30164.829,32568.631,26427.826
2023-10-18,30064.438,32327.415,26724.334,30041.818,32103.724,26669.273,30041.893,32361.233,26673.62
2023-10-19,30884.508,32005.617,27048.391,30149.049,32295.405,26834.586,30813.799,32016.848,27038.884
2023-10-20,29175.962,30782.603,25868.506,28991.606,30463.066,25848.246,29037.623,30868.809,25890.886
2023-10-21,23795.121,23795.121,23795.121,23910.321,23910.321,23910.321,23813.556,23813.556,23813.556
2023-10-22,22774.621,22774.621,22774.621,22667.724,22667.724,22667.724,22804.855,22804.855,22804.855
2023-10-23,29504.819,31806.745,24986.893,29374.526,31588.48,24896.335,29502.208,31883.304,25051.972
2023-10-24,29103.574,32064.542,25559.652,29263.855,31973.094,25471.87,28900.148,32147.751,25436.714
2023-10-25,29856.908,32313.736,26161.197,29505.59,32037.309,26105.007,29774.008,32371.365,26229.965
2023-10-26,30804.477,32661.29,26663.318,30380.675,32675.16,26478.269,30644.325,32731.892,26568.531
2023-10-27,29921.927,31311.434,26419.705,29788.95,31163.108,26246.819,29741.44,31231.934,26399.022
2023-10-28,24856.216,24856.216,24856.216,24732.505,24732.505,24732.505,24737.562,24737.562,24737.562
2023-10-29,23383.423,23383.423,23383.423,23231.833,23231.833,23231.833,23307.301,23307.301,23307.301
2023-10-30,29340.625,32398.254,25135.645,29385.861,32701.474,24987.069,29308.793,32603.614,25100.721
2023-10-31,29801.05,31843.957,26416.283,29577.168,32640.956,26278.266,29701.842,32108.986,26479.331
2023-11-01,25492.401,28530.137,23145.555,25252.145,28447.33,23004.034,25416.004,28579.182,23085.24
2023-11-02,30268.198,33126.191,25758.767,30312.215,33193.527,25722.887,30266.947,33010.955,25818.153
2023-11-03,30031.263,32790.834,26489.879,29884.155,32783.21,26440.46,29999.318,32785.084,26601.418
2023-11-04,25633.885,25633.885,25633.885,25527.145,25527.145,25527.145,25589.179,25589.179,25589.179
2023-11-05,23350.207,23350.207,23350.207,23318.743,23318.743,23318.743,23336.934,23336.934,23336.934
2023-11-06,29769.181,33490.048,25674.087,29882.272,33678.369,25587.1,29625.827,33478.057,25625.601
2023-11-07,30294.978,34209.887,26844.784,30462.995,34047.934,26748.484,30307.349,34130.956,26833.899
2023-11-08,31168.55,34593.446,27424.124,31045.499,34639.521,27219.66,31065.526,34701.633,27390.45
2023-11-09,30778.223,34111.518,27154.72,30631.366,33991.458,26985.774,30591.65,34073.827,27059.653
2023-11-10,30322.124,33176.716,27212.507,30471.373,33464.574,27098.445,30154.084,33191.008,27090.43
2023-11-11,25783.663,25783.663,25783.663,25728.662,25728.662,25728.662,25717.079,25717.079,25717.079
2023-11-12,23513.721,23513.721,23513.721,23508.571,23508.571,23508.571,23425.902,23425.902,23425.902
2023-11-13,29840.104,33311.671,25594.528,29671.446,33191.646,25570.72,29655.622,33316.87,25638.584
2023-11-14,29764.967,33010.22,26514.615,29842.43,33070.222,26517.801,29692.484,33135.576,26530.032
2023-11-15,30377.751,33639.469,26683.062,30061.296,33712.759,26585.738,30229.123,33663.27,26694.516
2023-11-16,30454.912,33173.339,27052.396,30375.578,33159.749,27080.43,30399.009,33131.879,27015.851
2023-11-17,29885.845,32362.364,26612.103,29850.607,32566.998,26540.589,29900.86,32386.571,26665.486
2023-11-18,25148.954,25148.954,25148.954,25209.595,25209.595,25209.595,25076.686,25076.686,25076.686
2023-11-19,23241.723,23241.723,23241.723,23313.896,23313.896,23313.896,23189.082,23189.082,23189.082
2023-11-20,29991.491,33447.575,25578.176,29954.16,33236.995,25578.056,29890.109,33342.159,25561.657
2023-11-21,30517.322,34078.813,26572.316,30443.996,33707.033,26542.867,30499.757,34090.218,26615.095
2023-11-22,30916.412,34534.792,27091.402,30848.568,34369.562,27024.408,30861.705,34428.644,27106.962
2023-11-23,31237.555,35111.246,27437.354,31311.465,34941.175,27332.227,31107.158,35082.379,27455.892
2023-11-24,31310.194,33980.512,27788.606,31036.392,33938.695,27599.622,31129.51,33783.429,27782.213
2023-11-25,26400.317,26400.317,26400.317,26389.502,26389.502,26389.502,26375.064,26375.064,26375.064
2023-11-26,24941.93,24941.93,24941.93,24873.853,24873.853,24873.853,24931.202,24931.202,24931.202
2023-11-27,32735.389,35814.169,27016.649,32062.977,35271.538,27083.826,32685.271,35777.897,27030.105
2023-11-28,32834.599,35646.276,28297.899,32613.889,35592.537,28258.95,32808.089,35723.589,28355.23
2023-11-29,32626.554,35191.549,28312.457,32150.163,35350.774,28081.206,32539.787,35197.951,28335.305
2023-11-30,32257.329,34649.292,28060.462,31936.195,34867.255,28117.776,32146.819,34716.969,28002.534
2023-12-01,32062.449,34002.266,27874.298,31796.673,34009.778,27832.786,31818.639,33990.607,27772.546
2023-12-02,26720.696,26720.696,26720.696,26720.923,26720.923,26720.923,26758.066,26758.066,26758.066
2023-12-03,25822.93,25822.93,25822.93,25661.367,25661.367,25661.367,25773.211,25773.211,25773.211
2023-12-04,33989.349,36396.713,27916.192,33490.572,36531.83,28137.99,33911.886,36394.748,27914.766
2023-12-05,33621.899,36043.382,28947.325,33862.551,36769.265,28886.729,33639.2,36047.685,28919.254
2023-12-06,29672.964,32350.412,26203.772,29358.778,32677.578,26082.387,29609.093,32549.353,26213.52
2023-12-07,31330.393,33450.866,26925.3,31183.76,33442.806,26823.509,31308.549,33476.962,26945.539
2023-12-08,27989.135,30476.705,24563.165,27934.759,30393.045,24611.02,27926.097,30538.157,24539.955
2023-12-09,26106.113,26106.113,26106.113,26108.406,26108.406,26108.406,26125.163,26125.163,26125.163
2023-12-10,24928.387,24928.387,24928.387,24890.313,24890.313,24890.313,24941.712,24941.712,24941.712
2023-12-11,32191.691,35090.594,26756.213,32097.096,34920.443,26608.812,32273.252,35101.121,26716.888
2023-12-12,32497.497,35292.204,28098.681,32243.999,34997.964,28055.324,32413.501,35349.87,28134.089
2023-12-13,32994.028,35812.344,28157.605,32653.101,35391.745,28203.777,32948.884,35755.976,28168.363
2023-12-14,32698.706,36167.744,28488.032,33001.589,35891.127,28349.59,32644.14,36270.831,28452.598
2023-12-15,32754.324,35453.741,28657.472,32654.236,35265.252,28524.945,32581.623,35498.673,28590.641
2023-12-16,27658.474,27658.474,27658.474,27566.643,27566.643,27566.643,27545.692,27545.692,27545.692
2023-12-17,26578.234,26578.234,26578.234,26401.964,26401.964,26401.964,26578.521,26578.521,26578.521
2023-12-18,34432.987,37772.457,28580.743,34522.061,37697.604,28628.989,34472.793,37649.883,28609.291
2023-12-19,34524.98,38055.598,29340.056,34548.811,37841.236,29442.813,34434.959,37925.575,29317.4
2023-12-20,34844.804,37827.276,29626.899,34768.126,37906.836,29674.373,34775.551,37916.369,29560.531
2023-12-21,33644.619,36622.852,28897.402,33646.818,36669.057,28925.619,33557.586,36637.322,28909.841
2023-12-22,31872.565,34042.575,27805.95,32006.656,34186.221,27912.181,31813.76,34053.868,27888.98
2023-12-23,26513.374,26513.374,26513.374,26470.11,26470.11,26470.11,26532.695,26532.695,26532.695
2023-12-24,24802.047,24802.047,24802.047,24846.191,24846.191,24846.191,24772.438,24772.438,24772.438
2023-12-25,24629.608,28175.759,21055.528,24525.245,27824.449,21022.335,24623.1,28072.572,21009.065
2023-12-26,30382.989,33475.913,24294.188,30300.418,33498.898,24375.459,30393.492,33515.359,24276.862
2023-12-27,31830.093,34956.525,26292.27,31921.456,35128.053,26398.286,31895.498,35057.336,26316.615
2023-12-28,32518.374,34893.41,26780.679,32287.409,35093.284,26845.111,32478.583,34993.98,26837.09
2023-12-29,31950.849,33633.467,26588.091,31716.091,33662.621,26673.857,31922.192,33667.107,26653.232
2023-12-30,26128.483,26128.483,26128.483,26082.817,26082.817,26082.817,26090.417,26090.417,26090.417
2023-12-31,25125.813,25125.813,25125.813,25099.391,25099.391,25099.391,25030.631,25030.631,25030.631
2024-01-01,24080.46,28548.418,21264.893,24043.737,28468.747,21499.467,24137.383,28500.754,21264.625
2024-01-02,32381.462,35181.152,25790.546,32287.865,35032.094,25756.871,32263.203,35148.477,25578.82
2024-01-03,32633.209,34618.615,27500.642,32383.46,34847.656,27509.911,32530.103,34682.323,27423.145
2024-01-04,32946.297,34780.691,27804.844,32763.036,34897.75,27736.938,32902.099,34832.135,27814.413
2024-01-05,31253.758,32015.759,26941.192,31304.862,31660.916,26854.939,31201.522,32062.733,26968.011
2024-01-06,25288.067,25288.067,25288.067,25149.167,25149.167,25149.167,25265.341,25265.341,25265.341
2024-01-07,26194.483,26194.483,26194.483,26067.035,26067.035,26067.035,26178.08,26178.08,26178.08
2024-01-08,35630.038,39564.391,29113.22,35792.978,39670.57,28844.41,35664.422,39603.791,29067.487
2024-01-09,36659.863,39830.608,31061.977,36587.361,39737.901,30977.725,36665.128,39939.695,31073.614
2024-01-10,37067.803,39604.692,31250.265,36843.245,39329.181,31242.143,36833.579,39612.465,31347.848
2024-01-11,36345.598,39735.996,30654.389,36473.372,39147.698,30660.46,36344.006,39695.025,30629.161
2024-01-12,36077.414,38312.879,30899.156,36050.859,38659.481,30881.735,35907.893,38274.479,30845.627
2024-01-13,29727.627,29727.627,29727.627,29783.517,29783.517,29783.517,29720.06,29720.06,29720.06
2024-01-14,27256.927,27256.927,27256.927,27203.338,27203.338,27203.338,27206.628,27206.628,27206.628
2024-01-15,35191.832,37312.462,29130.769,34887.804,37385.289,29024.037,35094.31,37327.854,29190.348
2024-01-16,34353.811,37206.838,29594.067,34248.262,36853.422,29495.962,34222.181,36955.429,29579.484
2024-01-17,33759.926,36461.615,29060.209,33532.289,35963.438,29027.187,33465.615,36187.494,29111.895
2024-01-18,32887.219,35801.89,28834.274,33108.588,35807.569,28720.401,32874.539,35924.93,28786.246
2024-01-19,35088.21,36479.382,29654.734,34084.832,36501.657,29726.897,34958.237,36492.126,29698.838
2024-01-20,28303.106,28303.106,28303.106,28372.317,28372.317,28372.317,28264.839,28264.839,28264.839
2024-01-21,26511.208,26511.208,26511.208,26556.898,26556.898,26556.898,26428.921,26428.921,26428.921
2024-01-22,34047.617,37328.786,28417.452,34218.4,36994.783,28491.824,33947.277,37229.61,28465.213
2024-01-23,33591.764,36908.996,29087.416,33814.664,36579.217,29115.153,33516.818,36849.148,29068.869
2024-01-24,32913.591,36149.64,28760.823,33150.156,35854.205,28740.266,32785.616,36039.158,28793.14
2024-01-25,32533.854,35721.449,28540.212,32667.491,35833.427,28499.607,32534.996,35941.916,28490.681
2024-01-26,32100.31,34496.03,28296.674,32261.936,34334.354,28254.335,31966.933,34357.241,28298.839
2024-01-27,26497.991,26497.991,26497.991,26571.972,26571.972,26571.972,26420.769,26420.769,26420.769
2024-01-28,24787.864,24787.864,24787.864,24839.656,24839.656,24839.656,24765.024,24765.024,24765.024
2024-01-29,32475.31,35584.056,27009.143,32493.911,35684.699,26978.51,32457.687,35696.844,27013.05
2024-01-30,33072.245,35753.434,28291.082,32836.22,35733.915,28362.499,33021.187,35778.391,28350.867
2024-01-31,33202.387,35805.778,28541.336,33082.928,35686.386,28564.919,33173.399,35903.412,28572.713
2024-02-01,32192.38,35545.78,28155.271,32554.758,35113.679,28193.547,32047.744,35581.961,28197.525
2024-02-02,31784.381,34263.572,27921.819,31990.855,34252.761,27917.191,31665.061,34137.83,27932.529
2024-02-03,26625.538,26625.538,26625.538,26669.985,26669.985,26669.985,26579.293,26579.293,26579.293
2024-02-04,24920.231,24920.231,24920.231,24892.639,24892.639,24892.639,24854.239,24854.239,24854.239
2024-02-05,32556.109,35880.05,27326.403,32543.251,36082.713,27206.785,32491.766,35889.052,27292.555
2024-02-06,32834.859,35762.953,28301.005,32734.592,35348.021,28379.779,32718.485,35764.861,28271.985
2024-02-07,33074.672,36216.798,28667.596,32926.661,36043.964,28504.616,32976.642,36204.896,28662.788
2024-02-08,33321.335,36323.304,29087.84,33015.023,36455.274,29000.636,33265.609,36637.794,29053.383
2024-02-09,33777.707,35051.617,29138.421,33607.632,35161.486,29112.678,33744.053,35024.804,29252.982
2024-02-10,27258.1,27258.1,27258.1,27143.326,27143.326,27143.326,27203.893,27203.893,27203.893
2024-02-11,26221.347,26221.347,26221.347,26059.864,26059.864,26059.864,26094.127,26094.127,26094.127
2024-02-12,31997.658,34725.229,27130.968,32230.878,34404.007,27260.615,32054.238,34845.296,27147.384
2024-02-13,31300.929,34441.886,27482.871,31452.118,34381.632,27543.914,31321.907,34445.941,27542.943
2024-02-14,31621.872,34380.225,27786.836,31563.97,34606.111,27670.776,31414.153,34520.886,27781.981
2024-02-15,32070.494,35058.892,28202.801,32116.92,34958.599,27977.883,31977.743,34979.352,28133.959
2024-02-16,31446.759,33633.66,27891.002,31515.603,33400.482,27842.885,31220.882,33508.729,27929.067
2024-02-17,25655.702,25655.702,25655.702,25813.452,25813.452,25813.452,25596.131,25596.131,25596.131
2024-02-18,24157.88,24157.88,24157.88,24152.547,24152.547,24152.547,24073.845,24073.845,24073.845
2024-02-19,30548.866,34113.173,26060.917,30643.166,33915.419,26069.337,30441.074,34217.325,25938.177
2024-02-20,30576.647,34125.07,27084.873,30728.01,34114.917,27054.994,30490.862,34169.712,27086.3
2024-02-21,31351.294,35117.081,27715.883,31151.614,34958.611,27523.998,31285.675,35095.566,27705.892
2024-02-22,31441.168,34744.455,28029.994,31382.759,34789.14,28001.053,31238.342,34717.454,28079.848
2024-02-23,31247.951,34375.282,27673.605,31220.336,33981.624,27592.807,31134.893,34365.138,27630.651
2024-02-24,26981.181,26981.181,26981.181,26838.848,26838.848,26838.848,26915.277,26915.277,26915.277
2024-02-25,25809.107,25809.107,25809.107,25699.982,25699.982,25699.982,25807.427,25807.427,25807.427
2024-02-26,32852.265,35983.2,27394.658,32581.335,35852.037,27291.576,32515.925,35899.816,27264.672
2024-02-27,32622.497,36038.717,28443.719,32738.387,35853.908,28324.413,32442.238,35903.88,28295.854
2024-02-28,31771.054,34994.554,28044.594,31876.919,34797.21,28044.477,31554.396,35093.215,27982.805
2024-02-29,31798.102,35646.838,28099.678,31724.85,35406.729,28042.377,31590.072,35505.734,28028.255
2024-03-01,31478.153,34695.563,28012.231,31557.552,34495.544,27941.398,31473.852,34718.766,28019.529
2024-03-02,27464.794,27464.794,27464.794,27384.531,27384.531,27384.531,27433.238,27433.238,27433.238
2024-03-03,25398.194,25398.194,25398.194,25328.629,25328.629,25328.629,25338.181,25338.181,25338.181
2024-03-04,33228.423,36143.012,28013.283,32941.219,36536.227,27850.961,32972.455,35888.671,27969.081
2024-03-05,31653.574,35242.573,27974.836,31795.897,34967.627,28081.348,31668.264,35285.966,28003.714
2024-03-06,31934.967,35383.021,28363.693,31990.353,35613.108,28241.94,31733.788,35448.834,28349.967
2024-03-07,32541.801,36043.4,28730.001,32183.496,35682.856,28383.613,32394.995,36101.568,28709.061
2024-03-08,32679.614,35078.771,28676.955,32245.791,35033.671,28560.469,32513.732,35185.12,28649.655
2024-03-09,28311.333,28311.333,28311.333,28228.155,28228.155,28228.155,28316.944,28316.944,28316.944
2024-03-10,25443.453,25443.453,25443.453,25451.145,25451.145,25451.145,25346.253,25346.253,25346.253
2024-03-11,31517.073,35316.918,27251.885,31986.561,35543.645,27169.217,31334.009,35384.74,27130.756
2024-03-12,31155.526,34799.108,27717.367,31065.826,34780.246,27699.325,31043.927,34893.282,27689.608
2024-03-13,31131.496,34665.953,27862.824,31116.541,34589.793,27817.983,30982.574,34747.936,27839.134
2024-03-14,30979.377,34571.542,28013.067,30996.714,34793.264,27916.386,30874.428,34801.878,27977.07
2024-03-15,30315.839,32783.127,27569.893,30416.725,33047.829,27537.37,30336.16,32947.551,27572.052
2024-03-16,25649.389,25649.389,25649.389,25706.587,25706.587,25706.587,25634.708,25634.708,25634.708
2024-03-17,23723.64,23723.64,23723.64,23774.987,23774.987,23774.987,23686.56,23686.56,23686.56
2024-03-18,28853.486,32172.603,25335.253,28848.209,32251.012,25528.14,28837.826,32201.21,25420.341
2024-03-19,28287.528,31399.212,25556.667,28228.697,31912.976,25738.38,28221.214,31416.83,25550.039
2024-03-20,29420.695,32393.027,26189.559,29362.827,32570.116,26059.089,29413.695,32416.563,26182.913
2024-03-21,29498.736,33105.017,26469.298,29459.131,32623.347,26438.234,29342.127,33177.741,26502.395
2024-03-22,29175.489,31925.177,26682.29,29075.31,32153.345,26709.249,29066.211,32008.549,26670.583
2024-03-23,24283.756,24283.756,24283.756,24439.612,24439.612,24439.612,24245.759,24245.759,24245.759
2024-03-24,22797.165,22797.165,22797.165,22779.21,22779.21,22779.21,22765.198,22765.198,22765.198
2024-03-25,30976.707,32669.76,26025.738,30490.776,32934.786,25860.895,30865.963,32728.291,25994.496
2024-03-26,31010.087,33960.065,26814.546,30787.925,33278.449,26691.702,30840.752,33827.012,26834.318
2024-03-27,30227.652,32529.973,26866.625,30179.368,32773.16,26848.162,30157.646,32572.875,26850.8
2024-03-28,26500.913,28983.879,23863.967,26212.442,28810.857,23813.425,26297.099,28922.724,23727.256
2024-03-29,24874.582,27082.863,22125.681,24560.778,26880.043,22197.815,24877.91,27157.618,22020.951
2024-03-30,24170.467,24170.467,24170.467,24167.312,24167.312,24167.312,23961.456,23961.456,23961.456
2024-03-31,23618.023,23618.023,23618.023,23636.709,23636.709,23636.709,23390.411,23390.411,23390.411
2024-04-01,27015.738,28853.741,22820.355,27362.261,27973.147,22998.025,26987.554,28764.992,22718.354
2024-04-02,31102.513,32464.509,26417.349,30945.198,32850.231,26431.421,30760.32,32798.326,26320.116
2024-04-03,30323.391,31265.626,26804.201,30415.295,30852.123,26938.132,30278.451,31114.002,26818.668
2024-04-04,29414.852,31065.54,26300.395,29703.99,30863.821,26465.531,29607.726,31136.728,26238.528
2024-04-05,29078.455,29718.197,25969.096,29185.055,29811.054,26191.889,29040.713,29807.032,26000.668
2024-04-06,24465.131,24465.131,24465.131,24485.743,24485.743,24485.743,24492.909,24492.909,24492.909
2024-04-07,22988.253,22988.253,22988.253,23011.184,23011.184,23011.184,23036.099,23036.099,23036.099
2024-04-08,28898.584,30495.153,24951.582,29044.355,30843.11,24867.692,28885.88,30598.322,24964.353
2024-04-09,28692.427,30596.673,25204.602,28867.162,29962.222,25356.952,28602.736,30645.276,25219.942
2024-04-10,28676.625,30237.03,25946.255,29057.038,30280.442,25783.513,28655.193,30337.626,25774.071
2024-04-11,28923.489,30651.999,25736.992,28807.801,30645.997,25696.272,28425.701,30998.721,25598.144
2024-04-12,28645.83,29524.42,26146.4,28781.506,29930.243,26013.611,28298.517,29596.58,25985.894
2024-04-13,24085.104,24085.104,24085.104,24138.354,24138.354,24138.354,23954.882,23954.882,23954.882
2024-04-14,22219.189,22219.189,22219.189,22296.855,22296.855,22296.855,22151.063,22151.063,22151.063
2024-04-15,28760.479,30404.102,24845.324,28516.109,30340.506,24887.992,28554.454,30288.026,24822.91
2024-04-16,28907.85,30807.721,25797.676,28756.658,30520.569,25761.675,28851.601,30788.402,25806.313
2024-04-17,28446.846,30233.084,25685.427,28864.946,30321.165,26084.911,28493.347,30461.952,25671.525
2024-04-18,28815.366,30533.31,25733.588,28593.936,30544.553,25787.455,28615.974,30606.412,25706.052
2024-04-19,29124.574,29656.898,26140.39,28868.026,29618.844,26088.561,29090.221,29827.243,26170.376
2024-04-20,24344.345,24344.345,24344.345,24307.058,24307.058,24307.058,24291.537,24291.537,24291.537
2024-04-21,22339.507,22339.507,22339.507,22459.064,22459.064,22459.064,22243.156,22243.156,22243.156
2024-04-22,28643.946,30459.659,24736.206,28604.284,30219.934,24720.546,28590.696,30287.73,24694.441
2024-04-23,29235.658,30869.915,26014.83,29150.994,31116.167,25926.284,29139.756,30966.29,26012.996
2024-04-24,29608.256,31020.708,26321.251,29510.334,30923.846,26303.893,29469.5,31051.304,26225.918
2024-04-25,30541.942,31530.043,27040.537,30267.694,32246.679,26886.143,30305.539,31870.762,26901.994
