Fecha,Demanda_Llano,Demanda_Punta,Demanda_Valle,PVPC_Llano,PVPC_Punta,PVPC_Valle,Pai Gasolina 95 E5,Pvp Gasolina 95 E5,Pai Gasolina 98 E5,Pvp Gasolina 98 E5,Pai Gasóleo A habitual,Pvp Gasóleo A habitual,Pai Gasóleo Premium,Pvp Gasóleo Premium
2024-07-23,35090.941,36886.15,30556.666,172.0787447373857,216.47565709243335,132.31630214687144,0.881,1.596,0.984,1.767,0.877,1.482,0.958,1.579
2024-07-24,35978.064,37456.205,31630.012,176.81373710990002,215.34144286423336,133.59119177885714,0.88,1.595,0.984,1.766,0.874,1.478,0.955,1.576
2024-07-25,34071.594,35846.961,30745.922,171.96488797175715,209.3612400415,129.6289397526143,0.878,1.593,0.982,1.764,0.872,1.476,0.953,1.573
2024-07-26,34310.463,35513.162,30736.688,176.6738606251857,214.31341581626666,135.0337549292643,0.879,1.593,0.985,1.768,0.871,1.475,0.954,1.575
2024-07-27,29535.518,29535.518,29535.518,110.04485014297084,110.04485014297084,110.04485014297084,0.878,1.593,0.982,1.764,0.87,1.474,0.952,1.572
2024-07-28,27944.521,27944.521,27944.521,98.84944732237084,98.84944732237084,98.84944732237084,0.877,1.591,0.98,1.762,0.87,1.473,0.951,1.57
2024-07-29,36105.797,37566.578,30854.659,196.93089646925714,220.6266172057,143.1068498511,0.876,1.59,0.979,1.761,0.869,1.472,0.95,1.569
2024-07-30,36677.166,38073.193,32068.633,184.06842536567143,227.32260178826667,136.16746277453572,0.874,1.588,0.981,1.763,0.867,1.47,0.95,1.57
2024-07-31,36141.983,38022.511,31814.037,189.30123469182857,229.27922238940002,142.88102647037857,0.873,1.587,0.979,1.761,0.865,1.468,0.949,1.568
2024-08-01,36344.185,38160.542,32146.007,193.3322701635857,225.1733080159,144.3258705005643,0.872,1.585,0.979,1.76,0.864,1.466,0.947,1.565
2024-08-02,34929.616,35852.046,31612.397,174.32051007159998,220.65219118230002,136.8708467157643,0.872,1.585,0.982,1.764,0.864,1.466,0.949,1.568
2024-08-03,29161.372,29161.372,29161.372,112.3634535644875,112.3634535644875,112.3634535644875,0.871,1.585,0.979,1.76,0.863,1.466,0.947,1.566
2024-08-04,27713.517,27713.517,27713.517,110.823895698625,110.823895698625,110.823895698625,0.871,1.584,0.979,1.76,0.863,1.466,0.947,1.565
2024-08-05,33930.816,35644.19,29468.928,192.18389275547142,240.8967430670667,147.7207604383357,0.87,1.583,0.978,1.759,0.862,1.464,0.945,1.564
2024-08-06,34160.821,35975.33,30071.148,189.6610555273857,230.73603283906667,144.07040799809286,0.867,1.58,0.974,1.755,0.859,1.461,0.942,1.56
2024-08-07,34105.864,35899.129,30328.62,183.69273476985714,221.04883928139998,138.176220379,0.863,1.574,0.97,1.75,0.854,1.455,0.938,1.555
2024-08-08,34289.182,36261.122,30245.978,186.4891526154,229.43387461926667,138.74317435562858,0.859,1.57,0.967,1.746,0.851,1.451,0.935,1.551
2024-08-09,34062.499,36061.395,30385.489,182.54165878178569,221.11707254939998,145.26583946490715,0.858,1.569,0.97,1.75,0.85,1.45,0.937,1.553
2024-08-10,29763.648,29763.648,29763.648,104.90696812990832,104.90696812990832,104.90696812990832,0.858,1.568,0.967,1.746,0.85,1.45,0.935,1.551
2024-08-11,27979.679,27979.679,27979.679,106.80820858376251,106.80820858376251,106.80820858376251,0.858,1.568,0.967,1.746,0.85,1.45,0.935,1.551
2024-08-12,33548.1,35383.312,29315.336,188.94698621677142,233.5030217922333,145.37286450405,0.857,1.567,0.966,1.745,0.849,1.449,0.934,1.551
2024-08-13,32680.963,33520.535,29472.694,194.82605238194284,222.7674357146,144.41297252247858,0.856,1.567,0.966,1.745,0.849,1.448,0.934,1.55
2024-08-14,30869.239,31315.151,28088.393,174.35558898544286,219.11065969036667,136.29913215545713,0.857,1.568,0.966,1.745,0.85,1.45,0.934,1.55
2024-08-15,26514.863,28503.68,24776.384,74.68491044821428,150.0360395487,87.82332474509285,0.858,1.568,0.966,1.745,0.85,1.45,0.935,1.552
2024-08-16,28871.081,31084.336,25645.435,172.05872010854287,233.44230890703332,132.4074995858,0.857,1.567,0.966,1.745,0.85,1.45,0.935,1.552
2024-08-17,27069.871,27069.871,27069.871,120.03176722050416,120.03176722050416,120.03176722050416,0.855,1.565,0.964,1.743,0.85,1.449,0.935,1.551
2024-08-18,26193.673,26193.673,26193.673,99.68634714213334,99.68634714213334,99.68634714213334,0.855,1.565,0.964,1.742,0.849,1.449,0.934,1.551
2024-08-19,31703.737,33799.667,27654.619,185.2859962811,246.0106330056,129.0923521084143,0.854,1.563,0.963,1.741,0.848,1.448,0.934,1.55
2024-08-20,32403.079,34614.465,28876.343,167.6996049752,221.90961571106666,142.71011758345713,0.851,1.56,0.96,1.738,0.846,1.445,0.931,1.547
2024-08-21,32778.389,34521.54,29334.724,154.10194535404284,252.25496617270002,121.74840116902143,0.847,1.556,0.957,1.734,0.842,1.44,0.927,1.542
2024-08-22,33001.818,34879.326,29389.348,187.62939501984286,245.4201985252,146.0824204923643,0.842,1.55,0.952,1.727,0.836,1.434,0.922,1.536
2024-08-23,32823.168,34639.432,29323.728,190.94102003572857,237.2345285343,144.8860712278857,0.839,1.545,0.951,1.727,0.834,1.431,0.923,1.537
2024-08-24,28715.125,28715.125,28715.125,96.67812729967916,96.67812729967916,96.67812729967916,0.838,1.544,0.948,1.723,0.834,1.43,0.921,1.534
2024-08-25,26787.878,26787.878,26787.878,75.03700547395833,75.03700547395833,75.03700547395833,0.837,1.544,0.948,1.723,0.834,1.43,0.92,1.534
2024-08-26,33181.107,34813.781,28555.595,181.6936574210857,248.30712415143333,130.20515531545715,0.836,1.542,0.946,1.722,0.832,1.429,0.919,1.533
2024-08-27,34001.383,35797.914,30003.086,185.99023200334287,241.1495032693,144.44545222554285,0.835,1.541,0.946,1.721,0.831,1.428,0.919,1.532
2024-08-28,34471.484,35937.125,30530.009,187.93377879074288,236.85929714423332,147.32902627435,0.834,1.54,0.945,1.72,0.83,1.426,0.918,1.531
2024-08-29,34156.224,35162.019,30294.763,202.32677073962856,235.8752520482,154.86267674727145,0.832,1.537,0.943,1.717,0.828,1.423,0.916,1.528
2024-08-30,33351.491,34426.19,29808.493,199.6302891363143,238.3912010809,150.59521427664285,0.829,1.534,0.943,1.717,0.825,1.42,0.916,1.528
2024-08-31,28220.113,28220.113,28220.113,145.09131509847083,145.09131509847083,145.09131509847083,0.829,1.533,0.94,1.714,0.825,1.42,0.913,1.525
